,file_name,word,count,Found Lexico,Found OPLexico,Found senti_lex,Found Vader,Found Text
77,UNIPAR_Release de Resultados 1T22.pdf,capacidade,7,0,0,0,0,0
78,UNIPAR_Release de Resultados 1T22.pdf,instalada,5,1,0,0,0,0
79,UNIPAR_Release de Resultados 1T22.pdf,instalada,5,0,1,0,0,0
80,UNIPAR_Release de Resultados 1T22.pdf,instalada,5,0,0,0,0,0
81,UNIPAR_Release de Resultados 1T22.pdf,três,4,0,0,0,0,0
82,UNIPAR_Release de Resultados 1T22.pdf,plantas,4,0,0,0,0,0
83,UNIPAR_Release de Resultados 1T22.pdf,ficou,2,0,0,0,0,0
84,UNIPAR_Release de Resultados 1T22.pdf,88,4,0,0,0,0,0
85,UNIPAR_Release de Resultados 1T22.pdf,destaque,3,0,0,0,0,0
86,UNIPAR_Release de Resultados 1T22.pdf,performance,1,0,0,0,0,0
87,UNIPAR_Release de Resultados 1T22.pdf,planta,4,0,0,0,0,0
88,UNIPAR_Release de Resultados 1T22.pdf,bahía,5,0,0,0,0,0
89,UNIPAR_Release de Resultados 1T22.pdf,blanca,4,0,0,0,0,0
90,UNIPAR_Release de Resultados 1T22.pdf,após,2,0,0,0,0,0
91,UNIPAR_Release de Resultados 1T22.pdf,parada,2,1,0,0,0,0
92,UNIPAR_Release de Resultados 1T22.pdf,parada,2,0,1,0,0,0
93,UNIPAR_Release de Resultados 1T22.pdf,parada,2,0,0,0,0,0
94,UNIPAR_Release de Resultados 1T22.pdf,programada,2,0,0,0,0,0
95,UNIPAR_Release de Resultados 1T22.pdf,outubro2021,2,0,0,0,0,0
96,UNIPAR_Release de Resultados 1T22.pdf,04,1,0,0,0,0,0
97,UNIPAR_Release de Resultados 1T22.pdf,maio,2,0,0,0,0,0
98,UNIPAR_Release de Resultados 1T22.pdf,realizou,1,0,0,0,0,0
99,UNIPAR_Release de Resultados 1T22.pdf,pagamento,3,0,0,0,0,0
100,UNIPAR_Release de Resultados 1T22.pdf,dividendos,3,0,0,0,0,0
101,UNIPAR_Release de Resultados 1T22.pdf,adicionais,1,1,0,0,0,0
102,UNIPAR_Release de Resultados 1T22.pdf,adicionais,1,0,1,0,0,0
103,UNIPAR_Release de Resultados 1T22.pdf,adicionais,1,0,0,0,0,0
104,UNIPAR_Release de Resultados 1T22.pdf,montante,1,0,0,0,0,0
105,UNIPAR_Release de Resultados 1T22.pdf,total,9,1,0,0,0,0
106,UNIPAR_Release de Resultados 1T22.pdf,total,9,0,1,0,0,0
107,UNIPAR_Release de Resultados 1T22.pdf,total,9,0,0,0,0,0
108,UNIPAR_Release de Resultados 1T22.pdf,2500,1,0,0,0,0,0
109,UNIPAR_Release de Resultados 1T22.pdf,referentes,3,1,0,0,0,0
110,UNIPAR_Release de Resultados 1T22.pdf,referentes,3,0,1,0,0,0
111,UNIPAR_Release de Resultados 1T22.pdf,referentes,3,0,0,0,0,0
112,UNIPAR_Release de Resultados 1T22.pdf,exercício,3,0,0,0,0,0
113,UNIPAR_Release de Resultados 1T22.pdf,social,17,1,0,0,0,0
114,UNIPAR_Release de Resultados 1T22.pdf,social,17,0,1,0,0,0
115,UNIPAR_Release de Resultados 1T22.pdf,social,17,0,0,0,0,1
116,UNIPAR_Release de Resultados 1T22.pdf,2021,5,0,0,0,0,0
117,UNIPAR_Release de Resultados 1T22.pdf,perfazendo,1,0,0,0,0,0
118,UNIPAR_Release de Resultados 1T22.pdf,15,5,0,0,0,0,0
119,UNIPAR_Release de Resultados 1T22.pdf,bilhão,1,0,0,0,0,0
120,UNIPAR_Release de Resultados 1T22.pdf,pagos,2,1,0,0,0,0
121,UNIPAR_Release de Resultados 1T22.pdf,pagos,2,0,1,0,0,0
122,UNIPAR_Release de Resultados 1T22.pdf,pagos,2,0,0,0,0,0
123,UNIPAR_Release de Resultados 1T22.pdf,agoe,1,0,0,0,0,0
124,UNIPAR_Release de Resultados 1T22.pdf,realizada,2,1,0,0,0,0
125,UNIPAR_Release de Resultados 1T22.pdf,realizada,2,0,1,0,0,0
126,UNIPAR_Release de Resultados 1T22.pdf,realizada,2,0,0,0,0,0
127,UNIPAR_Release de Resultados 1T22.pdf,abril2022,3,0,0,0,0,0
128,UNIPAR_Release de Resultados 1T22.pdf,aprovado,2,1,0,0,0,0
129,UNIPAR_Release de Resultados 1T22.pdf,aprovado,2,0,1,0,0,0
130,UNIPAR_Release de Resultados 1T22.pdf,aprovado,2,0,0,1,0,0
131,UNIPAR_Release de Resultados 1T22.pdf,aprovado,2,0,0,0,0,0
132,UNIPAR_Release de Resultados 1T22.pdf,aumento,11,0,0,0,0,0
133,UNIPAR_Release de Resultados 1T22.pdf,capital,11,1,0,0,0,0
134,UNIPAR_Release de Resultados 1T22.pdf,capital,11,0,1,0,0,0
135,UNIPAR_Release de Resultados 1T22.pdf,capital,11,0,0,0,0,0
136,UNIPAR_Release de Resultados 1T22.pdf,mediante,1,0,0,0,0,0
137,UNIPAR_Release de Resultados 1T22.pdf,capitalização,1,0,0,0,0,0
138,UNIPAR_Release de Resultados 1T22.pdf,parte,1,0,0,0,0,0
139,UNIPAR_Release de Resultados 1T22.pdf,reserva,1,0,0,0,0,0
140,UNIPAR_Release de Resultados 1T22.pdf,lucros,5,0,0,0,0,0
141,UNIPAR_Release de Resultados 1T22.pdf,bonificação,1,0,0,0,0,0
142,UNIPAR_Release de Resultados 1T22.pdf,ações,15,0,0,0,0,0
143,UNIPAR_Release de Resultados 1T22.pdf,proporção,1,0,0,0,0,0
144,UNIPAR_Release de Resultados 1T22.pdf,nova,1,1,0,0,0,0
145,UNIPAR_Release de Resultados 1T22.pdf,nova,1,0,1,0,0,0
146,UNIPAR_Release de Resultados 1T22.pdf,nova,1,0,0,0,0,0
147,UNIPAR_Release de Resultados 1T22.pdf,ação,1,0,0,0,0,0
148,UNIPAR_Release de Resultados 1T22.pdf,cada,1,0,0,0,0,0
149,UNIPAR_Release de Resultados 1T22.pdf,10,12,0,0,0,0,0
150,UNIPAR_Release de Resultados 1T22.pdf,resultando,1,0,0,0,0,0
151,UNIPAR_Release de Resultados 1T22.pdf,9279,1,0,0,0,0,0
152,UNIPAR_Release de Resultados 1T22.pdf,estraté,1,0,0,0,0,0
153,UNIPAR_Release de Resultados 1T22.pdf,gia,1,0,0,0,0,0
154,UNIPAR_Release de Resultados 1T22.pdf,longo,5,0,1,0,0,0
155,UNIPAR_Release de Resultados 1T22.pdf,longo,5,0,0,0,0,0
156,UNIPAR_Release de Resultados 1T22.pdf,prazo,4,0,0,0,0,0
157,UNIPAR_Release de Resultados 1T22.pdf,definiu,2,0,0,0,0,0
158,UNIPAR_Release de Resultados 1T22.pdf,desenvolvimento,2,0,0,0,0,0
159,UNIPAR_Release de Resultados 1T22.pdf,humano,2,1,0,0,0,0
160,UNIPAR_Release de Resultados 1T22.pdf,humano,2,0,1,0,0,0
161,UNIPAR_Release de Resultados 1T22.pdf,humano,2,0,0,1,0,0
162,UNIPAR_Release de Resultados 1T22.pdf,humano,2,0,0,0,0,0
163,UNIPAR_Release de Resultados 1T22.pdf,pilares,2,0,0,0,0,0
164,UNIPAR_Release de Resultados 1T22.pdf,planeja,2,0,0,0,0,0
165,UNIPAR_Release de Resultados 1T22.pdf,realizar,2,1,0,0,0,0
166,UNIPAR_Release de Resultados 1T22.pdf,realizar,2,0,1,0,0,0
167,UNIPAR_Release de Resultados 1T22.pdf,realizar,2,0,0,0,0,0
168,UNIPAR_Release de Resultados 1T22.pdf,investimento,4,0,0,0,0,0
169,UNIPAR_Release de Resultados 1T22.pdf,privado,2,0,1,0,0,0
170,UNIPAR_Release de Resultados 1T22.pdf,privado,2,0,0,0,0,0
171,UNIPAR_Release de Resultados 1T22.pdf,próximos,2,1,0,0,0,0
172,UNIPAR_Release de Resultados 1T22.pdf,próximos,2,0,1,0,0,0
173,UNIPAR_Release de Resultados 1T22.pdf,próximos,2,0,0,0,0,0
174,UNIPAR_Release de Resultados 1T22.pdf,anos,2,0,0,0,0,0
175,UNIPAR_Release de Resultados 1T22.pdf,anunciou,1,0,0,0,0,0
176,UNIPAR_Release de Resultados 1T22.pdf,exercícios,1,0,0,0,0,0
177,UNIPAR_Release de Resultados 1T22.pdf,2022,11,0,0,0,0,0
178,UNIPAR_Release de Resultados 1T22.pdf,2023,5,0,0,0,0,0
179,UNIPAR_Release de Resultados 1T22.pdf,apoiará,2,0,0,0,0,0
180,UNIPAR_Release de Resultados 1T22.pdf,projetos,2,0,0,0,0,0
181,UNIPAR_Release de Resultados 1T22.pdf,fará,2,0,0,0,0,0
182,UNIPAR_Release de Resultados 1T22.pdf,doações,2,0,0,0,0,0
183,UNIPAR_Release de Resultados 1T22.pdf,investimentos,7,0,0,0,0,0
184,UNIPAR_Release de Resultados 1T22.pdf,cerca,4,0,0,0,0,0
185,UNIPAR_Release de Resultados 1T22.pdf,11,13,0,0,0,0,0
186,UNIPAR_Release de Resultados 1T22.pdf,aproximadamente,3,0,0,0,0,0
187,UNIPAR_Release de Resultados 1T22.pdf,850,2,0,0,0,0,0
188,UNIPAR_Release de Resultados 1T22.pdf,mil,21,0,0,0,0,0
189,UNIPAR_Release de Resultados 1T22.pdf,pessoas,3,0,0,0,0,0
190,UNIPAR_Release de Resultados 1T22.pdf,sendo,5,0,0,0,0,0
191,UNIPAR_Release de Resultados 1T22.pdf,impactadas,1,0,0,0,0,0
192,UNIPAR_Release de Resultados 1T22.pdf,nesta,2,0,0,0,0,0
193,UNIPAR_Release de Resultados 1T22.pdf,primeira,2,1,0,0,0,0
194,UNIPAR_Release de Resultados 1T22.pdf,primeira,2,0,1,0,0,0
195,UNIPAR_Release de Resultados 1T22.pdf,primeira,2,0,0,0,0,0
196,UNIPAR_Release de Resultados 1T22.pdf,fase,2,0,0,0,0,0
197,UNIPAR_Release de Resultados 1T22.pdf,previsto,2,1,0,0,0,0
198,UNIPAR_Release de Resultados 1T22.pdf,previsto,2,0,1,0,0,0
199,UNIPAR_Release de Resultados 1T22.pdf,previsto,2,0,0,0,0,0
200,UNIPAR_Release de Resultados 1T22.pdf,envolve,2,0,0,0,0,0
201,UNIPAR_Release de Resultados 1T22.pdf,recursos,3,0,0,0,0,0
202,UNIPAR_Release de Resultados 1T22.pdf,diretos,2,1,0,0,0,0
203,UNIPAR_Release de Resultados 1T22.pdf,diretos,2,0,1,0,0,0
204,UNIPAR_Release de Resultados 1T22.pdf,diretos,2,0,0,0,0,0
205,UNIPAR_Release de Resultados 1T22.pdf,incentivados,2,0,0,0,0,0
206,UNIPAR_Release de Resultados 1T22.pdf,produtos,8,0,0,0,0,0
207,UNIPAR_Release de Resultados 1T22.pdf,doados,2,0,0,0,0,0
208,UNIPAR_Release de Resultados 1T22.pdf,b,14,0,0,0,0,0
209,UNIPAR_Release de Resultados 1T22.pdf,c,9,0,0,0,0,0
210,UNIPAR_Release de Resultados 1T22.pdf,var,26,0,0,0,0,0
211,UNIPAR_Release de Resultados 1T22.pdf,ab,9,0,0,0,0,0
212,UNIPAR_Release de Resultados 1T22.pdf,ac,9,0,0,0,0,0
213,UNIPAR_Release de Resultados 1T22.pdf,1890469,3,0,0,0,0,0
214,UNIPAR_Release de Resultados 1T22.pdf,2019356,3,0,0,0,0,0
215,UNIPAR_Release de Resultados 1T22.pdf,1316616,3,0,0,0,0,0
216,UNIPAR_Release de Resultados 1T22.pdf,ebitda1,1,0,0,0,0,0
217,UNIPAR_Release de Resultados 1T22.pdf,825932,2,0,0,0,0,0
