,word,polarity,sentiment
7122,confortar,vb,1
7123,confortáveis,adj,0
7124,confortável,adj,0
7125,confrangedora,adj,-1
7126,confrangedor,adj,-1
7127,confrangedoras,adj,-1
7128,confrangedores,adj,-1
7129,confranger,vb,0
7130,confrontada,adj,-1
7131,confrontadas,adj,-1
7132,confrontado,adj,-1
7133,confrontados,adj,-1
7134,confrontar,vb,-1
7135,confundida,adj,-1
7136,confundidas,adj,-1
7137,confundido,adj,-1
7138,confundidos,adj,-1
7139,confundir-se,vb,0
7140,confundir,vb,-1
7141,confusa,adj,-1
7142,confusas,adj,1
7143,confuso,adj,-1
7144,confusos,adj,-1
7145,confutar,vb,-1
7146,congelada,adj,-1
7147,congeladas,adj,-1
7148,congelado,adj,-1
7149,congelados,adj,-1
7150,congelar,vb,0
7151,congeminar,vb,0
7152,congestionada,adj,-1
7153,congestionadas,adj,-1
7154,congestionado,adj,-1
7155,congestionados,adj,-1
7156,congestionar,vb,-1
7157,conglobar,vb,0
7158,conglomerada,adj,0
7159,conglomeradas,adj,0
7160,conglomerado,adj,0
7161,conglomerados,adj,0
7162,conglomerar-se,vb,1
7163,conglomerar,vb,0
7164,congraçar-se,vb,1
7165,congraçar,vb,1
7166,congratular-se,vb,1
7167,congregada,adj,-1
7168,congregadas,adj,-1
7169,congregado,adj,-1
7170,congregados,adj,-1
7171,congregar,vb,0
7172,congressista,adj,0
7173,congressistas,adj,0
7174,côngrua,adj,-1
7175,côngruas,adj,-1
7176,congruente,adj,1
7177,congruentes,adj,1
7178,côngruo,adj,-1
7179,côngruos,adj,-1
7180,conhecedora,adj,1
7181,conhecedor,adj,1
7182,conhecedoras,adj,1
7183,conhecedores,adj,1
7184,conhecer,vb,1
7185,conhecida,adj,1
7186,conhecidas,adj,1
7187,conhecido,adj,1
7188,conhecidos,adj,1
7189,conivente,adj,-1
7190,coniventes,adj,-1
7191,conjecturar,vb,1
7192,conjeturar,vb,1
7193,conjugada,adj,0
7194,conjugadas,adj,0
7195,conjugado,adj,0
7196,conjugados,adj,0
7197,conjugar-se,vb,1
7198,conjugar,vb,0
7199,conjungir,vb,0
7200,conjunta,adj,-1
7201,conjuntas,adj,-1
7202,conjunto,adj,-1
7203,conjuntos,adj,-1
7204,conjurar-se,vb,1
7205,conjurar,vb,1
7206,conluiada,adj,-1
7207,conluiadas,adj,-1
7208,conluiado,adj,-1
7209,conluiados,adj,-1
7210,conluiar-se,vb,1
7211,conluiar,vb,0
7212,conquistadora,adj,0
7213,conquistador,adj,0
7214,conquistadoras,adj,0
7215,conquistadores,adj,0
7216,conquistar,vb,1
7217,consagrada,adj,1
7218,consagradas,adj,1
7219,consagrado,adj,1
7220,consagrados,adj,1
7221,consagrar-se,vb,1
7222,consagrar,vb,0
7223,cônscia,adj,1
7224,cônscias,adj,1
7225,conscienciais,adj,0
7226,consciencial,adj,0
7227,conscienciosa,adj,1
7228,conscienciosas,adj,1
7229,consciencioso,adj,1
7230,conscienciosos,adj,1
7231,consciente,adj,1
7232,conscientes,adj,1
7233,cônscio,adj,1
7234,cônscios,adj,1
7235,conscrita,adj,0
7236,conscritas,adj,0
7237,conscrito,adj,0
7238,conscritos,adj,0
7239,conseguir,vb,0
7240,conselheira,adj,0
7241,conselheiras,adj,0
7242,conselheiro,adj,0
7243,conselheiros,adj,0
7244,consentânea,adj,1
7245,consentâneas,adj,1
7246,consentâneo,adj,1
7247,consentâneos,adj,1
7248,consentir,vb,1
7249,consequente,adj,1
7250,consequentes,adj,1
7251,consertada,adj,1
7252,consertadas,adj,1
7253,consertado,adj,1
7254,consertados,adj,1
7255,consertar,vb,0
7256,conservada,adj,1
7257,conservadas,adj,1
7258,conservado,adj,1
7259,conservadora,adj,0
7260,conservador,adj,1
7261,conservadoras,adj,0
7262,conservadores,adj,0
7263,conservados,adj,1
7264,conservar-se,vb,1
7265,conservar,vb,1
7266,considerada,adj,1
7267,consideradas,adj,1
7268,considerado,adj,1
7269,considerados,adj,1
7270,considerar-se,vb,1
7271,considerar,vb,0
7272,considerativa,adj,1
7273,considerativas,adj,1
7274,considerativo,adj,1
7275,considerativos,adj,1
7276,consideráveis,adj,1
7277,considerável,adj,1
7278,consignar,vb,0
7279,consistente,adj,1
7280,consistentes,adj,1
7281,consistir,vb,1
7282,consoante,adj,-1
7283,consoantes,adj,-1
7284,consociar-se,vb,1
7285,consociar,vb,1
7286,consolada,adj,0
7287,consoladas,adj,0
7288,consolado,adj,0
7289,consolados,adj,0
7290,consolar-se,vb,0
7291,consolar,vb,0
7292,consolidar-se,vb,1
7293,consolidar,vb,1
7294,consonar,vb,1
7295,consorciar-se,vb,1
7296,consorciar,vb,0
7297,conspícua,adj,1
7298,conspícuas,adj,1
7299,conspícuo,adj,1
7300,conspícuos,adj,1
7301,conspiradora,adj,-1
7302,conspirador,adj,-1
7303,conspiradoras,adj,-1
7304,conspiradores,adj,-1
7305,#conspira,htag,-1
7306,conspirar,vb,0
7307,conspirativa,adj,-1
7308,conspirativas,adj,-1
7309,conspirativo,adj,-1
7310,conspirativos,adj,-1
7311,conspurcar,vb,1
7312,constante,adj,1
7313,constantes,adj,1
7314,constar,vb,0
7315,constatar,vb,0
7316,consternada,adj,-1
7317,consternadas,adj,-1
7318,consternado,adj,-1
7319,consternadora,adj,-1
7320,consternador,adj,-1
7321,consternadoras,adj,-1
7322,consternadores,adj,-1
7323,consternados,adj,-1
7324,consternar,vb,0
7325,constipada,adj,-1
7326,constipadas,adj,-1
7327,constipado,adj,-1
7328,constipados,adj,-1
7329,constituída,adj,1
7330,constituídas,adj,1
7331,constituído,adj,1
7332,constituídos,adj,1
7333,constituir-se,vb,0
7334,constituir,vb,0
7335,constitutiva,adj,0
7336,constitutivas,adj,0
7337,constitutivo,adj,0
7338,constitutivos,adj,0
7339,constrangedora,adj,1
7340,constrangedor,adj,-1
7341,constrangedoras,adj,1
7342,constrangedores,adj,-1
7343,constranger,vb,-1
7344,constrangida,adj,-1
7345,constrangidas,adj,-1
7346,constrangido,adj,-1
7347,constrangidos,adj,-1
7348,construir,vb,0
7349,construtiva,adj,1
7350,construtivas,adj,1
7351,construtivo,adj,1
7352,construtivos,adj,1
7353,consubstanciar-se,vb,1
7354,consubstanciar,vb,0
7355,consueto,adj,-1
7356,consuetudinário,adj,-1
7357,consultar,vb,-1
7358,consumada,adj,1
7359,consumadas,adj,1
7360,consumado,adj,1
7361,consumados,adj,1
7362,consumar-se,vb,1
7363,consumar,vb,1
7364,consumida,adj,-1
7365,consumidas,adj,-1
7366,consumido,adj,-1
7367,consumidora,adj,-1
7368,consumidor,adj,-1
7369,consumidoras,adj,-1
7370,consumidores,adj,-1
7371,consumidos,adj,-1
7372,consumir-se,vb,0
7373,consumir,vb,-1
7374,consumista,adj,-1
7375,consumistas,adj,-1
7376,#contabilidadeempresarial,htag,1
7377,contactáveis,adj,0
7378,contactável,adj,0
7379,contada,adj,-1
7380,contadas,adj,-1
7381,contado,adj,-1
7382,contados,adj,-1
7383,contagiada,adj,-1
7384,contagiadas,adj,-1
7385,contagiado,adj,-1
7386,contagiados,adj,-1
7387,contagiante,adj,-1
7388,contagiantes,adj,-1
7389,contagiar,vb,0
7390,contagiosa,adj,1
7391,contagiosas,adj,-1
7392,contagioso,adj,-1
7393,contagiosos,adj,-1
7394,contaminada,adj,0
7395,contaminadas,adj,0
7396,contaminado,adj,0
7397,contaminados,adj,0
7398,contaminar,vb,-1
7399,contar,vb,-1
7400,contempladora,adj,0
7401,contemplador,adj,0
7402,contempladoras,adj,0
7403,contempladores,adj,0
7404,contemplar-se,vb,1
7405,contemplar,vb,1
7406,contemplativa,adj,0
7407,contemplativas,adj,0
7408,contemplativo,adj,1
7409,contemplativos,adj,0
7410,contemporânea,adj,1
7411,contemporâneas,adj,1
7412,contemporâneo,adj,1
7413,contemporâneos,adj,1
7414,contemporizadora,adj,0
7415,contemporizador,adj,0
7416,contemporizadoras,adj,0
7417,contemporizadores,adj,0
7418,contemporizante,adj,0
7419,contemporizantes,adj,0
7420,contemporizar,vb,1
7421,contemptível,adj,-1
7422,contendedora,adj,-1
7423,contendedor,adj,-1
7424,contendedoras,adj,-1
7425,contendedores,adj,-1
7426,contendente,adj,-1
7427,contendentes,adj,-1
7428,contender,vb,0
7429,contentar-se,vb,0
7430,contentar,vb,1
7431,contente,adj,1
7432,contentes,adj,1
7433,conter,vb,0
7434,contestabilidade,adj,-1
7435,contestada,adj,-1
7436,contestadas,adj,-1
7437,contestado,adj,-1
7438,contestadora,adj,-1
7439,contestador,adj,-1
7440,contestadoras,adj,-1
7441,contestadores,adj,-1
7442,contestados,adj,-1
7443,contestante,adj,-1
7444,contestantes,adj,-1
7445,contestar,vb,-1
7446,contida,adj,-1
7447,contidas,adj,-1
7448,contido,adj,-1
7449,contidos,adj,1
7450,contígua,adj,-1
7451,contíguas,adj,-1
7452,contíguo,adj,-1
7453,contíguos,adj,-1
7454,continente,adj,1
7455,continentes,adj,1
7456,contingente,adj,-1
7457,contingentes,adj,-1
7458,continuadora,adj,0
7459,continuador,adj,0
7460,continuadoras,adj,0
7461,continuadores,adj,0
7462,continuar,vb,1
7463,contorcer,vb,1
7464,contornada,adj,-1
7465,contornadas,adj,-1
7466,contornado,adj,-1
7467,contornados,adj,-1
7468,contornar,vb,0
7469,contra-arrestar,vb,-1
7470,contrabalançar,vb,0
7471,contracta,adj,-1
7472,contractas,adj,-1
7473,contracto,adj,-1
7474,contractos,adj,-1
7475,contraditar,vb,1
7476,contraditória,adj,-1
7477,contraditórias,adj,-1
7478,contraditório,adj,-1
7479,contraditórios,adj,-1
7480,contradizer,vb,1
7481,contrafazer,vb,-1
7482,contraída,adj,-1
7483,contraídas,adj,-1
7484,contraído,adj,-1
7485,contraídos,adj,-1
7486,contrair,vb,0
7487,contranatura,adj,-1
7488,contranaturas,adj,-1
7489,contranaturo,adj,-1
7490,contranaturos,adj,-1
7491,contrapesar,vb,0
7492,contrapontear,vb,1
7493,contrapor,vb,-1
7494,contraposta,adj,-1
7495,contrapostas,adj,-1
7496,contraposto,adj,-1
7497,contrapostos,adj,-1
7498,contrariada,adj,-1
7499,contrariadas,adj,-1
7500,contrariado,adj,-1
7501,contrariados,adj,-1
7502,contrariar,vb,-1
7503,contrário,adj,-1
7504,contrastar,vb,-1
7505,contrastear,vb,1
7506,contratada,adj,0
7507,contratadas,adj,0
7508,contratado,adj,0
7509,contratados,adj,0
7510,contratar,vb,1
7511,contraverter,vb,1
7512,contravir,vb,1
7513,contribuidora,adj,0
7514,contribuidor,adj,0
7515,contribuidoras,adj,0
7516,contribuidores,adj,0
7517,contribuinte,adj,0
7518,contribuintes,adj,0
7519,#contribuir,htag,1
7520,contributivo,adj,1
7521,contristada,adj,-1
7522,contristadas,adj,-1
7523,contristado,adj,-1
7524,contristados,adj,-1
7525,contristar-se,vb,1
7526,contristar,vb,-1
7527,contrita,adj,-1
7528,contritas,adj,-1
7529,contrito,adj,-1
7530,contritos,adj,-1
7531,controlada,adj,1
7532,controladas,adj,1
7533,controlado,adj,1
7534,controladora,adj,-1
7535,controlador,adj,-1
7536,controladoras,adj,-1
7537,controladores,adj,-1
7538,controlados,adj,1
7539,controlar,vb,0
7540,controversa,adj,-1
7541,controversas,adj,-1
7542,controverso,adj,-1
7543,controversos,adj,-1
7544,controverter,vb,0
7545,controvertida,adj,-1
7546,controvertidas,adj,-1
7547,controvertido,adj,-1
7548,controvertidos,adj,-1
7549,contumaz,adj,-1
7550,contumazes,adj,-1
7551,contundente,adj,-1
7552,contundentes,adj,-1
7553,contundida,adj,-1
7554,contundidas,adj,-1
7555,contundido,adj,-1
7556,contundidos,adj,-1
7557,contundir,vb,-1
7558,conturbar,vb,0
7559,contusa,adj,-1
7560,contusas,adj,-1
7561,contuso,adj,-1
7562,contusos,adj,-1
7563,convalescer,vb,0
7564,convelir,vb,0
7565,convencedor,adj,1
7566,convencer,vb,0
7567,convencida,adj,0
7568,convencidas,adj,0
7569,convencido,adj,0
7570,convencidos,adj,0
7571,convencionada,adj,-1
7572,convencionadas,adj,-1
7573,convencionado,adj,-1
7574,convencionados,adj,-1
7575,convencionais,adj,1
7576,convencional,adj,-1
7577,convencionar,vb,1
7578,conveniência,adj,1
7579,conveniente,adj,1
7580,convenientemente,adj,-1
7581,convergir,vb,1
7582,conversa,adj,0
7583,conversada,adj,0
7584,conversadas,adj,0
7585,conversadeira,adj,0
7586,conversadeiras,adj,0
7587,conversadeiro,adj,0
7588,conversadeiros,adj,0
7589,conversado,adj,0
7590,conversadora,adj,0
7591,conversador,adj,0
7592,conversadoras,adj,0
7593,conversadores,adj,0
7594,conversados,adj,0
7595,conversar,vb,1
7596,conversas,adj,0
7597,converso,adj,0
7598,conversos,adj,0
7599,#conversos,htag,-1
7600,converter-se,vb,0
7601,converter,vb,0
7602,convertida,adj,0
7603,convertidas,adj,0
7604,convertido,adj,0
7605,convertidos,adj,0
7606,convicta,adj,0
7607,convictas,adj,0
7608,convicto,adj,0
7609,convictos,adj,0
7610,convidar,vb,0
7611,convidativa,adj,1
7612,convidativas,adj,1
7613,convidativo,adj,1
7614,convidativos,adj,1
7615,convincente,adj,1
7616,convincentes,adj,1
7617,convir,vb,1
7618,convivente,adj,1
7619,conviventes,adj,1
7620,conviver,vb,0
7621,convocar,vb,0
7622,convulsar,vb,0
7623,convulsionar,vb,0
7624,convulsiva,adj,-1
7625,convulsivas,adj,-1
7626,convulsivo,adj,-1
7627,convulsivos,adj,-1
7628,cool,adj,1
7629,cools,adj,1
7630,cooperadora,adj,1
7631,cooperador,adj,1
7632,cooperadoras,adj,1
7633,cooperadores,adj,1
7634,cooperante,adj,1
7635,cooperantes,adj,1
7636,cooperar,vb,1
7637,cooperativista,adj,0
7638,cooperativistas,adj,0
7639,cooptar,vb,0
7640,coordenar-se,vb,1
7641,coordenar,vb,0
7642,#copa,htag,-1
7643,copiar,vb,0
7644,cópias,adj,1
7645,copilar,vb,1
7646,copta,adj,0
7647,coptas,adj,0
7648,copto,adj,0
7649,coptos,adj,0
7650,copular,vb,1
7651,coquete,adj,-1
7652,coquetes,adj,-1
7653,corada,adj,0
7654,coradas,adj,0
7655,corado,adj,0
7656,corados,adj,0
7657,corajosa,adj,1
7658,corajosas,adj,1
7659,corajoso,adj,1
7660,corajosos,adj,1
7661,corajudo,adj,1
7662,corar-se,vb,0
7663,corar,vb,0
7664,corcovada,adj,-1
7665,corcovadas,adj,-1
7666,corcovado,adj,-1
7667,corcovados,adj,-1
7668,corcovar,vb,0
7669,corcunda,adj,-1
7670,corcundas,adj,-1
7671,cordata,adj,1
7672,cordatas,adj,1
7673,cordato,adj,1
7674,cordatos,adj,1
7675,cordeira,adj,0
7676,cordeiras,adj,0
7677,cordeiro,adj,0
7678,cordeiros,adj,0
7679,cordiais,adj,1
7680,cordial,adj,1
7681,coreana,adj,1
7682,coreanas,adj,1
7683,coriscante,adj,1
7684,coriscar,vb,1
7685,cornuda,adj,-1
7686,cornudas,adj,-1
7687,cornudo,adj,-1
7688,cornudos,adj,-1
7689,cornuta,adj,-1
7690,cornutas,adj,-1
7691,cornuto,adj,-1
7692,cornutos,adj,-1
7693,coroar,vb,0
7694,#corpoevida,htag,1
7695,corporais,adj,-1
7696,corporal,adj,-1
7697,corporativista,adj,0
7698,corporativistas,adj,0
7699,corpulenta,adj,0
7700,corpulentas,adj,0
7701,corpulento,adj,0
7702,corpulentos,adj,0
7703,correcta,adj,1
7704,correctas,adj,1
7705,correcto,adj,1
7706,correctos,adj,1
7707,corredio,adj,1
7708,#correios,htag,-1
7709,corrente,adj,-1
7710,correntio,adj,-1
7711,correr,vb,-1
7712,correspondente,adj,1
7713,correspondentes,adj,1
7714,corresponder-se,vb,1
7715,corresponder,vb,0
7716,correta,adj,1
7717,corretas,adj,1
7718,correto,adj,1
7719,corretos,adj,1
7720,corricar,vb,0
7721,corrida,adj,-1
7722,corridas,adj,-1
7723,corrido,adj,1
7724,corridos,adj,-1
7725,corriento,adj,1
7726,corrigir,vb,0
7727,corriqueira,adj,-1
7728,corriqueiras,adj,-1
7729,corriqueiro,adj,-1
7730,corriqueiros,adj,-1
7731,corroborar,vb,0
7732,corroer,vb,0
7733,corroído,adj,-1
7734,corromper-se,vb,1
7735,corromper,vb,-1
7736,corrompida,adj,-1
7737,corrompidas,adj,-1
7738,corrompido,adj,-1
7739,corrompidos,adj,-1
7740,corrosiva,adj,-1
7741,corrosivas,adj,-1
7742,corrosivo,adj,-1
7743,corrosivos,adj,-1
7744,corrugar,vb,0
7745,corrupiar,vb,1
7746,corrupta,adj,-1
7747,corruptas,adj,-1
7748,corruptiva,adj,-1
7749,corruptivas,adj,-1
7750,corruptíveis,adj,-1
7751,corruptível,adj,-1
7752,corruptivo,adj,-1
7753,corruptivos,adj,-1
7754,corrupto,adj,-1
7755,corruptora,adj,-1
7756,corruptor,adj,-1
7757,corruptoras,adj,-1
7758,corruptores,adj,-1
7759,corruptos,adj,-1
7760,corrutível,adj,-1
7761,corrutivo,adj,-1
7762,corruto,adj,-1
7763,cortada,adj,-1
7764,cortadas,adj,-1
7765,cortado,adj,-1
7766,cortados,adj,-1
7767,cortar-se,vb,1
7768,cortar,vb,-1
7769,cortejada,adj,0
7770,cortejadas,adj,0
7771,cortejado,adj,0
7772,cortejados,adj,0
7773,cortejar,vb,1
7774,cortesa,adj,1
7775,cortesã,adj,1
7776,cortês,adj,1
7777,cortesão,adj,1
7778,cortesãos,adj,1
7779,cortesãs,adj,1
7780,corteses,adj,1
7781,corticosteróide,adj,1
7782,coruja,adj,0
7783,corujas,adj,0
7784,coruscante,adj,1
7785,coruscar,vb,0
7786,coruta,adj,1
7787,coruto,adj,1
7788,corvejar,vb,0
7789,coscuvilheira,adj,-1
7790,coscuvilheiras,adj,-1
7791,coscuvilheiro,adj,-1
7792,coscuvilheiros,adj,-1
7793,coser-se,vb,1
7794,coser,vb,0
7795,cósmica,adj,0
7796,cósmicas,adj,0
7797,cósmico,adj,0
7798,cósmicos,adj,0
7799,cosmopolita,adj,1
7800,cosmopolitas,adj,1
7801,cosmopolítica,adj,1
7802,cosmopolíticas,adj,1
7803,cosmopolítico,adj,1
7804,cosmopolíticos,adj,1
7805,costear,vb,1
7806,costumada,adj,0
7807,costumadas,adj,0
7808,costumado,adj,0
7809,costumados,adj,0
7810,costumário,adj,-1
7811,costumar-se,vb,1
7812,costumar,vb,1
7813,costumeira,adj,1
7814,costumeiras,adj,1
7815,costumeiro,adj,1
7816,costumeiros,adj,1
7817,costurar,vb,0
7818,cotada,adj,1
7819,cotadas,adj,1
7820,cotado,adj,1
7821,cotados,adj,1
7822,cotar,vb,1
7823,cotejar,vb,-1
7824,cotejável,adj,-1
7825,cotovelar,vb,0
7826,coucear,vb,1
7827,covarde,adj,1
7828,covardes,adj,-1
7829,coxa,adj,-1
7830,coxas,adj,-1
7831,coxear,vb,0
7832,coxípede,adj,-1
7833,coxo,adj,-1
7834,coxos,adj,-1
7835,cozer,vb,1
7836,cozinhar,vb,1
7837,#cpco4,htag,1
7838,#cpfl,htag,-1
7839,#cqc,htag,-1
7840,#cqteste,htag,-1
7841,crápula,adj,-1
7842,crápulas,adj,-1
7843,crapulosa,adj,-1
7844,crapulosas,adj,-1
7845,crapuloso,adj,-1
7846,crapulosos,adj,-1
7847,craque,adj,1
7848,craques,adj,1
7849,crassa,adj,-1
7850,crassas,adj,-1
7851,crasso,adj,-1
7852,crassos,adj,-1
7853,cravada,adj,-1
7854,cravadas,adj,-1
7855,cravado,adj,-1
7856,cravados,adj,-1
7857,cravar,vb,0
7858,cravejada,adj,-1
7859,cravejadas,adj,-1
7860,cravejado,adj,-1
7861,cravejados,adj,-1
7862,cravejar,vb,0
7863,creditar,vb,-1
7864,credíveis,adj,1
7865,credível,adj,1
7866,credora,adj,1
7867,credor,adj,1
7868,credoras,adj,1
7869,credores,adj,1
7870,crédula,adj,0
7871,crédulas,adj,0
7872,crédulo,adj,0
7873,crédulos,adj,0
7874,cremar,vb,0
7875,crente,adj,0
7876,crentes,adj,0
7877,crer-se,vb,1
7878,crer,vb,1
7879,crescer,vb,0
7880,crescida,adj,1
7881,crescidas,adj,1
7882,crescido,adj,1
7883,crescidos,adj,1
7884,crescidota,adj,0
7885,crescidotas,adj,0
7886,crescidote,adj,0
7887,crescidotes,adj,0
7888,crespidão,adj,-1
7889,crestar-se,vb,1
7890,crestar,vb,0
7891,cretina,adj,-1
7892,cretinas,adj,-1
7893,cretino,adj,-1
7894,cretinóide,adj,-1
7895,cretinóides,adj,-1
7896,cretinos,adj,-1
7897,criacionista,adj,0
7898,criacionistas,adj,0
7899,criadora,adj,1
7900,criador,adj,1
7901,criadoras,adj,1
7902,criadores,adj,1
7903,criados,adj,1
7904,criar,vb,-1
7905,criativa,adj,1
7906,criativas,adj,1
7907,criativo,adj,1
7908,criativos,adj,1
7909,criminosa,adj,-1
7910,criminosas,adj,-1
7911,criminoso,adj,-1
7912,criminosos,adj,-1
7913,crioula,adj,0
7914,crioulas,adj,0
7915,crioulo,adj,0
7916,crioulos,adj,0
7917,críptica,adj,-1
7918,crípticas,adj,-1
7919,críptico,adj,-1
7920,crípticos,adj,-1
7921,cris,adj,-1
7922,críseo,adj,1
7923,crisolar,vb,0
7924,crisóloga,adj,1
7925,crisólogas,adj,1
7926,crisólogo,adj,1
7927,crisólogos,adj,1
7928,crisóstoma,adj,1
7929,crisóstomas,adj,1
7930,crisóstomo,adj,1
7931,crisóstomos,adj,1
7932,crispada,adj,-1
7933,crispadas,adj,-1
7934,crispado,adj,-1
7935,crispados,adj,-1
7936,crispar,vb,0
7937,cristã,adj,0
7938,cristáleo,adj,1
7939,cristalina,adj,1
7940,cristalinas,adj,1
7941,cristalino,adj,1
7942,cristalinos,adj,1
7943,cristalizar,vb,0
7944,cristão,adj,0
7945,cristãos,adj,0
7946,cristãs,adj,-1
7947,criteriosa,adj,1
7948,criteriosas,adj,1
7949,criterioso,adj,1
7950,criteriosos,adj,1
7951,crítica,adj,0
7952,criticar,vb,-1
7953,críticas,adj,0
7954,criticáveis,adj,-1
7955,criticável,adj,-1
7956,criticista,adj,0
7957,criticistas,adj,0
7958,crítico,adj,0
7959,críticos,adj,0
7960,crivada,adj,-1
7961,crivadas,adj,-1
7962,crivado,adj,-1
7963,crivados,adj,-1
7964,crivar,vb,1
7965,críveis,adj,1
7966,crível,adj,1
7967,crocitar,vb,0
7968,croma,adj,-1
7969,cromas,adj,-1
7970,cromo,adj,-1
7971,cromos,adj,-1
7972,crônica,adj,0
7973,crônicas,adj,0
7974,crônico,adj,0
7975,crônicos,adj,0
7976,cru,adj,-1
7977,cruas,adj,1
7978,cruciais,adj,0
7979,crucial,adj,0
7980,cruciar,vb,-1
7981,crucificadora,adj,-1
7982,crucificador,adj,-1
7983,crucificadoras,adj,-1
7984,crucificadores,adj,-1
7985,crucificar,vb,-1
7986,crucifixar,vb,-1
7987,cruéis,adj,-1
7988,cruel,adj,-1
7989,cruento,adj,-1
7990,crus,adj,-1
7991,cruzada,adj,-1
7992,cruzadas,adj,-1
7993,cruzado,adj,-1
7994,cruzados,adj,-1
7995,cruzar-se,vb,1
7996,cruzar,vb,0
7997,#cry,htag,-1
7998,#cs1,htag,1
7999,#csrio,htag,1
8000,#cuandoerani,htag,-1
8001,cubanos,adj,1
8002,cubista,adj,0
8003,cubistas,adj,0
8004,cuidada,adj,1
8005,cuidadas,adj,1
8006,cuidado,adj,1
8007,cuidadosa,adj,1
8008,cuidados,adj,1
8009,cuidadosas,adj,1
8010,cuidadoso,adj,1
8011,cuidadosos,adj,1
8012,cuidar-se,vb,1
8013,cuidar,vb,1
8014,culpada,adj,-1
8015,culpadas,adj,-1
8016,culpado,adj,-1
8017,culpados,adj,-1
8018,culpável,adj,-1
8019,culposa,adj,-1
8020,culposas,adj,-1
8021,culposo,adj,-1
8022,culposos,adj,-1
8023,culta,adj,1
8024,cultas,adj,1
8025,cultivada,adj,1
8026,cultivadas,adj,1
8027,cultivado,adj,1
8028,cultivados,adj,1
8029,cultivar,vb,0
8030,culto,adj,1
8031,cultos,adj,1
8032,cultuadissimo,adj,1
8033,cultuar,vb,1
8034,cúmplice,adj,0
8035,cúmplices,adj,0
8036,cumpridora,adj,1
8037,cumpridor,adj,1
8038,cumpridoras,adj,1
8039,cumpridores,adj,1
8040,cumprimentar,vb,0
8041,cumprir-se,vb,1
8042,cumprir,vb,0
8043,cumular,vb,0
8044,cunhar,vb,1
8045,cúpido,adj,1
8046,curada,adj,1
8047,curadas,adj,1
8048,curado,adj,1
8049,curados,adj,1
8050,curandeira,adj,-1
8051,curandeiras,adj,-1
8052,curandeiro,adj,-1
8053,curandeiros,adj,-1
8054,curar,vb,0
8055,curativa,adj,0
8056,curativas,adj,0
8057,curativo,adj,0
8058,curativos,adj,0
8059,curiais,adj,1
8060,curial,adj,1
8061,curiosa,adj,0
8062,curiosar,vb,0
8063,curiosas,adj,1
8064,#curiosidades,htag,1
8065,curioso,adj,0
8066,curiosos,adj,0
8067,cursar,vb,0
8068,#curso,htag,-1
8069,curta,adj,0
8070,curta de vistas,adj,-1
8071,curtas,adj,0
8072,curtas de vista,adj,-1
8073,curtida,adj,1
8074,curtidas,adj,1
8075,curtido,adj,1
8076,curtidos,adj,1
8077,curtir,vb,1
8078,curto,adj,0
8079,curto de vistas,adj,-1
8080,curtos,adj,0
8081,curtos de vistas,adj,-1
8082,curva,adj,-1
8083,curvada,adj,-1
8084,curvadas,adj,-1
8085,curvado,adj,-1
8086,curvados,adj,-1
8087,curvar-se,vb,0
8088,curvar,vb,0
8089,curvas,adj,-1
8090,curvilínea,adj,-1
8091,curvilíneas,adj,-1
8092,curvilíneo,adj,-1
8093,curvilíneos,adj,-1
8094,curvo,adj,-1
8095,curvos,adj,-1
8096,cuspida,adj,-1
8097,cuspidas,adj,-1
8098,cuspido,adj,-1
8099,cuspidos,adj,-1
8100,cuspilhar,vb,1
8101,cuspinhar,vb,1
8102,cuspir,vb,1
8103,custar,vb,1
8104,custodiar,vb,-1
8105,custosa,adj,0
8106,custosas,adj,0
8107,custoso,adj,0
8108,custosos,adj,0
8109,czarista,adj,0
8110,czaristas,adj,0
8111,dactilografar,vb,0
8112,dada,adj,0
8113,dadaísta,adj,0
8114,dadaístas,adj,0
8115,dadas,adj,0
8116,dadivosa,adj,1
8117,dadivosas,adj,1
8118,dadivoso,adj,1
8119,dadivosos,adj,1
8120,dado,adj,0
8121,dados,adj,0
8122,#dailyformula,htag,1
8123,daltónica,adj,-1
8124,daltónicas,adj,-1
8125,daltónico,adj,-1
8126,daltónicos,adj,-1
8127,damejar,vb,1
8128,danada,adj,-1
8129,danadas,adj,-1
8130,danado,adj,-1
8131,danados,adj,-1
8132,danar,vb,-1
8133,dançar,vb,0
8134,danificada,adj,-1
8135,danificadas,adj,-1
8136,danificado,adj,-1
8137,danificados,adj,-1
8138,danificar,vb,-1
8139,daninhar,vb,-1
8140,danosa,adj,-1
8141,danosas,adj,-1
8142,danoso,adj,-1
8143,danosos,adj,-1
8144,dantesco,adj,1
8145,dar abrigo a,vb n prp,1
8146,dar andamento a,vb n prp,1
8147,dar apoio a,vb n prp,-1
8148,dar as=costas a,vb n prp,-1
8149,dar asilo a,vb n prp,1
8150,dar assistência a,vb n prp,1
8151,dar aula sobre,vb n prp,1
8152,dar certo,vb adj,1
8153,dar cobertura a,vb n prp,1
8154,dar conselho a,vb n prp,1
8155,dar conta de,vb n prp,1
8156,dar continuidade a,vb n prp,-1
8157,dardejante,adj,0
8158,dardejantes,adj,0
8159,dardejar,vb,1
8160,dar destaque a,vb n prp,1
8161,dar detalhe sobre,vb n prp,-1
8162,dar direito,vb adv,1
8163,dar duro,vb adj,-1
