,word,polarity,sentiment
28416,sonolento,adj,-1
28417,sonolentos,adj,-1
28418,sonoramente,adj,1
28419,sonoras,adj,1
28420,sonsa,adj,-1
28421,sonsas,adj,-1
28422,sonso,adj,-1
28423,sonsos,adj,-1
28424,#sonyericsson,htag,-1
28425,sopear,vb,-1
28426,sopeira,adj,-1
28427,sopeiras,adj,-1
28428,sopeiro,adj,-1
28429,sopeiros,adj,-1
28430,sopesar,vb,1
28431,sopetear,vb,1
28432,sopitar,vb,0
28433,soporativo,adj,-1
28434,soporífero,adj,-1
28435,soporífico,adj,-1
28436,soporizar,vb,0
28437,soprar,vb,0
28438,soquear,vb,1
28439,soquetear,vb,1
28440,sórdida,adj,-1
28441,sórdidas,adj,-1
28442,sórdido,adj,-1
28443,sórdidos,adj,-1
28444,sorna,adj,-1
28445,sornas,adj,-1
28446,sorológicos,adj,1
28447,sorrabar,vb,1
28448,sorrateira,adj,-1
28449,sorrateiras,adj,-1
28450,sorrateiro,adj,-1
28451,sorrateiros,adj,-1
28452,sorrelfa,adj,-1
28453,sorrelfas,adj,-1
28454,sorrelfo,adj,-1
28455,sorrelfos,adj,-1
28456,sorridente,adj,1
28457,sorridentes,adj,1
28458,sorrir,vb,1
28459,sorteada,adj,-1
28460,sorteadas,adj,-1
28461,sorteado,adj,-1
28462,sorteados,adj,-1
28463,#sorteiomanual,htag,-1
28464,sortir,vb,1
28465,sorumbática,adj,-1
28466,sorumbáticas,adj,-1
28467,sorumbático,adj,-1
28468,sorumbáticos,adj,-1
28469,sorver,vb,0
28470,sós,adj,-1
28471,#sosbombeiros,htag,-1
28472,sossegada,adj,1
28473,sossegadas,adj,1
28474,sossegado,adj,1
28475,sossegados,adj,1
28476,sossegar-se,vb,1
28477,sossegar,vb,1
28478,sotaquear,vb,1
28479,soterrar,vb,0
28480,sotopor,vb,1
28481,sotrancar,vb,-1
28482,soturna,adj,-1
28483,soturnas,adj,-1
28484,soturno,adj,-1
28485,soturnos,adj,-1
28486,#soumaiseu,htag,1
28487,sovada,adj,-1
28488,sovadas,adj,-1
28489,sovado,adj,-1
28490,sovados,adj,-1
28491,sovar,vb,-1
28492,soviética,adj,1
28493,soviéticos,adj,1
28494,sovina,adj,1
28495,sovinas,adj,-1
28496,#soyadicto,htag,1
28497,sozinha,adj,-1
28498,sozinhas,adj,-1
28499,sozinho,adj,-1
28500,sozinhos,adj,-1
28501,#speed,htag,-1
28502,#speedy,htag,-1
28503,sportinguista,adj,0
28504,sportinguistas,adj,0
28505,#spotv,htag,-1
28506,ssio,adj,1
28507,stima,adj,1
28508,stressada,adj,-1
28509,stressadas,adj,-1
28510,stressado,adj,-1
28511,stressados,adj,-1
28512,suada,adj,0
28513,suadas,adj,0
28514,suado,adj,1
28515,suados,adj,0
28516,suarenta,adj,0
28517,suarentas,adj,0
28518,suarento,adj,0
28519,suarentos,adj,0
28520,suar,vb,0
28521,suasivo,adj,1
28522,suasório,adj,1
28523,suave,adj,1
28524,suaves,adj,1
28525,suavidade,adj,1
28526,suavizada,adj,-1
28527,suavizadas,adj,-1
28528,suavizado,adj,-1
28529,suavizados,adj,-1
28530,suavizar-se,vb,1
28531,suavizar,vb,0
28532,subalterna,adj,-1
28533,subalternas,adj,-1
28534,subalterno,adj,-1
28535,subalternos,adj,-1
28536,subdividida,adj,0
28537,subdivididas,adj,0
28538,subdividido,adj,0
28539,subdivididos,adj,0
28540,subentender,vb,1
28541,subentendida,adj,-1
28542,subentendidas,adj,-1
28543,subentendido,adj,-1
28544,subentendidos,adj,-1
28545,subir,vb,0
28546,subitâneo,adj,-1
28547,súbito,adj,-1
28548,subjectiva,adj,0
28549,subjectivas,adj,0
28550,subjectivo,adj,0
28551,subjectivos,adj,0
28552,subjetiva,adj,0
28553,subjetivas,adj,0
28554,subjetivo,adj,0
28555,subjetivos,adj,0
28556,subjugada,adj,-1
28557,subjugadas,adj,-1
28558,subjugado,adj,-1
28559,subjugadora,adj,-1
28560,subjugador,adj,-1
28561,subjugadoras,adj,-1
28562,subjugadores,adj,-1
28563,subjugados,adj,-1
28564,subjugante,adj,-1
28565,subjugantes,adj,-1
28566,subjugar-se,vb,1
28567,subjugar,vb,0
28568,sublevar-se,vb,0
28569,sublevar,vb,0
28570,sublimada,adj,0
28571,sublimadas,adj,0
28572,sublimado,adj,0
28573,sublimados,adj,0
28574,sublimar-se,vb,0
28575,sublimar,vb,0
28576,sublime,adj,1
28577,sublimes,adj,1
28578,sublinhar,vb,1
28579,#submarino,htag,-1
28580,submergida,adj,-1
28581,submergidas,adj,-1
28582,submergido,adj,-1
28583,submergidos,adj,-1
28584,submergir,vb,0
28585,submersa,adj,-1
28586,submersas,adj,-1
28587,submerso,adj,-1
28588,submersos,adj,-1
28589,submeter-se,vb,0
28590,submeter,vb,0
28591,submetida,adj,-1
28592,submetidas,adj,-1
28593,submetido,adj,-1
28594,submetidos,adj,-1
28595,subministrar,vb,-1
28596,submissa,adj,-1
28597,submissas,adj,-1
28598,submisso,adj,-1
28599,submissos,adj,-1
28600,subordinada,adj,0
28601,subordinadas,adj,0
28602,subordinado,adj,0
28603,subordinadora,adj,0
28604,subordinador,adj,0
28605,subordinadoras,adj,0
28606,subordinadores,adj,0
28607,subordinados,adj,0
28608,subordinante,adj,-1
28609,subordinantes,adj,-1
28610,subordinar-se,vb,1
28611,subordinar,vb,0
28612,subornada,adj,-1
28613,subornadas,adj,-1
28614,subornado,adj,-1
28615,subornadora,adj,-1
28616,subornador,adj,-1
28617,subornadoras,adj,-1
28618,subornadores,adj,-1
28619,subornados,adj,-1
28620,subornar,vb,0
28621,subornáveis,adj,-1
28622,subornável,adj,-1
28623,subscrever,vb,1
28624,subscrita,adj,0
28625,subscritar,vb,0
28626,subscritas,adj,0
28627,subscrito,adj,0
28628,subscritos,adj,0
28629,subsequente,adj,0
28630,subsequentes,adj,0
28631,subserviente,adj,-1
28632,subservientes,adj,-1
28633,subsidiada,adj,0
28634,subsidiadas,adj,0
28635,subsidiado,adj,0
28636,subsidiados,adj,0
28637,subsidiária,adj,-1
28638,subsidiárias,adj,-1
28639,subsidiário,adj,-1
28640,subsidiários,adj,-1
28641,subsidiar,vb,0
28642,subsistir,vb,0
28643,substancialista,adj,0
28644,substancialistas,adj,0
28645,substanciar,vb,0
28646,substantificar,vb,1
28647,substituir,vb,0
28648,subterrar,vb,0
28649,subtil,adj,0
28650,subtilizar-se,vb,1
28651,subtilizar,vb,0
28652,subtis,adj,0
28653,subtrair,vb,-1
28654,subumano,adj,-1
28655,subversiva,adj,-1
28656,subversivas,adj,-1
28657,subversivo,adj,-1
28658,subversivos,adj,1
28659,subversora,adj,-1
28660,subversor,adj,-1
28661,subversoras,adj,-1
28662,subversores,adj,-1
28663,subverter-se,vb,1
28664,subverter,vb,-1
28665,suceder-se,vb,1
28666,suceder,vb,0
28667,sucessora,adj,0
28668,sucessor,adj,0
28669,sucessoras,adj,0
28670,sucessores,adj,0
28671,sucinta,adj,1
28672,sucintas,adj,0
28673,sucinto,adj,0
28674,sucintos,adj,0
28675,sucumbir,vb,0
28676,súdita,adj,-1
28677,súditas,adj,-1
28678,súdito,adj,-1
28679,súditos,adj,-1
28680,sueco,adj,1
28681,suficiente,adj,1
28682,suficientes,adj,1
28683,sufocada,adj,-1
28684,sufocadas,adj,-1
28685,sufocado,adj,-1
28686,sufocadora,adj,-1
28687,sufocador,adj,-1
28688,sufocadoras,adj,-1
28689,sufocadores,adj,-1
28690,sufocados,adj,-1
28691,sufocante,adj,-1
28692,sufocantes,adj,1
28693,sufocar,vb,-1
28694,sufragânea,adj,-1
28695,sufragâneas,adj,-1
28696,sufragâneo,adj,-1
28697,sufragâneos,adj,-1
28698,sufragista,adj,0
28699,sufragistas,adj,0
28700,sugar,vb,0
28701,sugerir,vb,0
28702,sugestionar,vb,0
28703,sugestionáveis,adj,-1
28704,sugestionável,adj,-1
28705,sugestiva,adj,0
28706,sugestivas,adj,0
28707,sugestivo,adj,0
28708,sugestivos,adj,0
28709,sugilar,vb,-1
28710,suicida,adj,-1
28711,suicidas,adj,-1
28712,suína,adj,-1
28713,suínas,adj,-1
28714,suíno,adj,-1
28715,suínos,adj,-1
28716,suja,adj,1
28717,sujar,vb,-1
28718,sujas,adj,-1
28719,sujeita,adj,-1
28720,sujeitar-se,vb,0
28721,sujeitar,vb,0
28722,sujeitas,adj,-1
28723,sujeito,adj,-1
28724,sujeitos,adj,-1
28725,sujo,adj,-1
28726,sujos,adj,-1
28727,sulcar,vb,-1
28728,sumária,adj,0
28729,sumariar,vb,1
28730,sumárias,adj,0
28731,sumário,adj,0
28732,sumários,adj,0
28733,sumarizar,vb,1
28734,sumida,adj,-1
28735,sumidas,adj,-1
28736,sumido,adj,-1
28737,sumidos,adj,-1
28738,sumir,vb,-1
28739,sumptuosa,adj,1
28740,sumptuosas,adj,1
28741,sumptuoso,adj,1
28742,sumptuosos,adj,1
28743,suntuoso,adj,1
28744,superabundar,vb,1
28745,superar,vb,0
28746,superbíssima,adj,-1
28747,superbíssimas,adj,-1
28748,superbíssimo,adj,-1
28749,superbíssimos,adj,-1
28750,superconfiante,adj,1
28751,superconfiantes,adj,1
28752,superdefensiva,adj,-1
28753,superdefensivas,adj,-1
28754,superdefensivo,adj,-1
28755,superdefensivos,adj,-1
28756,superdotada,adj,1
28757,superdotadas,adj,1
28758,superdotado,adj,1
28759,superdotados,adj,1
28760,superelegante,adj,1
28761,superelegantes,adj,1
28762,superexigente,adj,0
28763,superexigentes,adj,0
28764,superficiais,adj,-1
28765,superficial,adj,1
28766,supérflua,adj,-1
28767,supérfluas,adj,-1
28768,supérfluo,adj,1
28769,supérfluos,adj,-1
28770,superintendente,adj,1
28771,superintendentes,adj,1
28772,superintender,vb,1
28773,superiora,adj,1
28774,superior,adj,1
28775,superioras,adj,1
28776,superiores,adj,1
28777,superlotada,adj,-1
28778,superlotadas,adj,-1
28779,superlotado,adj,-1
28780,superlotados,adj,-1
28781,supernal,adj,1
28782,supernatural,adj,1
28783,superno,adj,1
28784,súpero,adj,1
28785,superpor,vb,1
28786,superprotectora,adj,0
28787,superprotector,adj,0
28788,superprotectoras,adj,0
28789,superprotectores,adj,0
28790,supersensíveis,adj,-1
28791,supersensível,adj,-1
28792,supersticiosa,adj,-1
28793,supersticiosas,adj,-1
28794,supersticioso,adj,-1
28795,supersticiosos,adj,-1
28796,supervisar,vb,1
28797,supervisionar,vb,1
28798,supimpa,adj,1
28799,supimpas,adj,1
28800,supina,adj,0
28801,supinas,adj,0
28802,supino,adj,0
28803,supinos,adj,0
28804,suplantada,adj,-1
28805,suplantadas,adj,-1
28806,suplantado,adj,-1
28807,suplantados,adj,-1
28808,suplantar,vb,-1
28809,suplementar,adj,1
28810,suplementares,adj,0
28811,suplementar,vb,0
28812,suplicar,vb,1
28813,supliciar,vb,-1
28814,suportar,vb,0
28815,suportáveis,adj,1
28816,suportável,adj,1
28817,supor,vb,1
28818,suposta,adj,-1
28819,supostas,adj,-1
28820,suposto,adj,-1
28821,supostos,adj,-1
28822,supracitada,adj,1
28823,supranatural,adj,1
28824,supranumerária,adj,-1
28825,supranumerárias,adj,-1
28826,supranumerário,adj,-1
28827,supranumerários,adj,-1
28828,suprema,adj,1
28829,supremas,adj,1
28830,supremo,adj,1
28831,supremos,adj,1
28832,suprimida,adj,-1
28833,suprimidas,adj,-1
28834,suprimido,adj,-1
28835,suprimidos,adj,-1
28836,suprimir,vb,-1
28837,suprir,vb,-1
28838,supurar,vb,1
28839,suputar,vb,1
28840,surcar,vb,-1
28841,surda,adj,0
28842,surdas,adj,0
28843,surdinar,vb,1
28844,surdir,vb,-1
28845,surdo,adj,0
28846,surdos,adj,0
28847,surgida,adj,0
28848,surgidas,adj,0
28849,surgido,adj,0
28850,surgidos,adj,0
28851,surgir,vb,-1
28852,surpreendente,adj,1
28853,surpreendentes,adj,1
28854,surpreender,vb,0
28855,surpreendida,adj,-1
28856,surpreendidas,adj,-1
28857,surpreendido,adj,-1
28858,surpreendidos,adj,-1
28859,surpresa,adj,-1
28860,surpresar,vb,0
28861,surpresas,adj,-1
28862,surpreso,adj,-1
28863,surpresos,adj,-1
28864,surrada,adj,-1
28865,surradas,adj,-1
28866,surrado,adj,-1
28867,surrados,adj,1
28868,surrar,vb,-1
28869,surreais,adj,-1
28870,surreal,adj,-1
28871,surrealista,adj,-1
28872,surrealistas,adj,-1
28873,surripiar,vb,0
28874,surrupiar,vb,0
28875,surta,adj,0
28876,surtas,adj,0
28877,surtir,vb,0
28878,surto,adj,0
28879,surtos,adj,0
28880,surucar,vb,0
28881,sururucar,vb,0
28882,susceptibilizar-se,vb,1
28883,susceptibilizar,vb,-1
28884,susceptíveis,adj,-1
28885,susceptível,adj,-1
28886,suscetibilizar-se,vb,1
28887,suscetibilizar,vb,-1
28888,suscetíveis,adj,-1
28889,suscetível,adj,-1
28890,suscitar-se,vb,0
28891,suscitar,vb,1
28892,suspeita,adj,-1
28893,suspeitar,vb,0
28894,suspeitas,adj,-1
28895,suspeito,adj,-1
28896,suspeitos,adj,-1
28897,suspender,vb,-1
28898,suspensa,adj,-1
28899,suspensas,adj,-1
28900,suspenso,adj,-1
28901,suspensos,adj,-1
28902,suspicaz,adj,-1
28903,suspicazes,adj,-1
28904,suspirante,adj,0
28905,suspirantes,adj,0
28906,suspirar,vb,1
28907,suspirosa,adj,0
28908,suspirosas,adj,0
28909,suspiroso,adj,0
28910,suspirosos,adj,0
28911,sussurrante,adj,0
28912,sussurrantes,adj,0
28913,sussurrar,vb,1
28914,sustada,adj,0
28915,sustadas,adj,0
28916,sustado,adj,0
28917,sustados,adj,0
28918,sustar,vb,1
28919,sustentada,adj,0
28920,sustentadas,adj,0
28921,sustentado,adj,0
28922,sustentados,adj,0
28923,sustentar-se,vb,0
28924,sustentar,vb,0
28925,suster,vb,0
28926,sutil,adj,0
28927,sutilizar-se,vb,1
28928,sutilizar,vb,0
28929,sutis,adj,1
28930,suxar,vb,0
28931,tabagista,adj,-1
28932,tabagistas,adj,-1
28933,tablóide,adj,-1
28934,tablóides,adj,-1
28935,tabu,adj,0
28936,tabus,adj,0
28937,tacanha,adj,-1
28938,tacanhas,adj,-1
28939,tacanho,adj,-1
28940,tacanhos,adj,-1
28941,tacar,vb,1
28942,tachada,adj,-1
28943,tachadas,adj,-1
28944,tachado,adj,-1
28945,tachados,adj,-1
28946,tachar,vb,0
28947,tácita,adj,-1
28948,tácitas,adj,-1
28949,tácito,adj,-1
28950,tácitos,adj,-1
28951,taciturna,adj,-1
28952,taciturnas,adj,-1
28953,taciturno,adj,-1
28954,taciturnos,adj,-1
28955,#tadimdemim,htag,-1
28956,tafuis,adj,0
28957,taful,adj,0
28958,tagarela,adj,-1
28959,tagarelar,vb,1
28960,tagarelas,adj,-1
28961,talar,vb,-1
28962,talentosa,adj,1
28963,talentosas,adj,1
28964,talentoso,adj,1
28965,talentosos,adj,1
28966,talhada,adj,1
28967,talhadas,adj,1
28968,talhado,adj,1
28969,talhados,adj,1
28970,talhar,vb,0
28971,talibã,adj,0
28972,taluda,adj,0
28973,taludas,adj,0
28974,taludo,adj,0
28975,taludos,adj,0
28976,tamanca,adj,-1
28977,tamancas,adj,-1
28978,tamanco,adj,-1
28979,tamancos,adj,-1
28980,tamanha,adj,1
28981,tamanhas,adj,1
28982,tamaninha,adj,-1
28983,tamaninhas,adj,-1
28984,tamaninho,adj,-1
28985,tamaninhos,adj,-1
28986,tampado,adj,-1
28987,tangenciar,vb,0
28988,tanger,vb,-1
28989,tangíveis,adj,1
28990,tangível,adj,1
28991,tansa,adj,-1
28992,tansas,adj,-1
28993,tanso,adj,-1
28994,tansos,adj,-1
28995,tapada,adj,-1
28996,tapadas,adj,-1
28997,tapado,adj,-1
28998,tapados,adj,-1
28999,tapar,vb,-1
29000,tapear,vb,0
29001,tapeçar,vb,1
29002,tapizar,vb,1
29003,tarada,adj,-1
29004,taradas,adj,-1
29005,tarada sexual,adj,-1
29006,taradas sexuais,adj,-1
29007,tarado,adj,-1
29008,tarados,adj,-1
29009,tarado sexual,adj,-1
29010,tarados sexuais,adj,-1
29011,tarar,vb,1
29012,tarasca,adj,-1
29013,tarascas,adj,-1
29014,tarasco,adj,-1
29015,tarascos,adj,-1
29016,tarda,adj,-1
29017,tardar,vb,0
29018,tardas,adj,-1
29019,tardia,adj,-1
29020,tardias,adj,-1
29021,tardíloqua,adj,-1
29022,tardíloquas,adj,-1
29023,tardíloquo,adj,-1
29024,tardíloquos,adj,-1
29025,tardio,adj,-1
29026,tardios,adj,-1
29027,tardo,adj,-1
29028,tardos,adj,-1
29029,tarear,vb,-1
29030,tareca,adj,-1
29031,tarecas,adj,-1
29032,tareco,adj,-1
29033,tarecos,adj,-1
29034,tarelar,vb,1
29035,tarimbeira,adj,-1
29036,tarimbeiras,adj,-1
29037,tarimbeiro,adj,-1
29038,tarimbeiros,adj,-1
29039,tarouca,adj,-1
29040,taroucas,adj,-1
29041,tarouco,adj,-1
29042,taroucos,adj,-1
29043,tarraxar,vb,-1
29044,tartamuda,adj,-1
29045,tartamudas,adj,-1
29046,tartamudo,adj,-1
29047,tartamudos,adj,-1
29048,tartarear,vb,1
29049,tartufa,adj,-1
29050,tartufas,adj,-1
29051,tartufo,adj,-1
29052,tartufos,adj,-1
29053,tarugar,vb,0
29054,tascar,vb,-1
29055,tasquinhar,vb,-1
29056,tata,adj,-1
29057,tatas,adj,-1
29058,tatear,vb,1
29059,tato,adj,-1
29060,tatos,adj,-1
29061,tatuada,adj,0
29062,tatuadas,adj,0
29063,tatuado,adj,0
29064,tatuados,adj,0
29065,tauxiar,vb,0
29066,taxar,vb,1
29067,taxativa,adj,-1
29068,taxativas,adj,-1
29069,taxativo,adj,-1
29070,taxativos,adj,-1
29071,#taxiamigo,htag,1
29072,taylorista,adj,0
29073,tayloristas,adj,0
29074,#tcc,htag,1
29075,#teamfollowback,htag,-1
29076,#teamo,htag,-1
29077,teatrais,adj,-1
29078,teatral,adj,-1
29079,tecer-se,vb,1
29080,tecer,vb,1
29081,técnica,adj,1
29082,técnicas,adj,1
29083,tecnicista,adj,0
29084,tecnicistas,adj,0
29085,técnico,adj,1
29086,técnicos,adj,1
29087,#tecnologia,htag,1
29088,tediosa,adj,-1
29089,tediosas,adj,-1
29090,tedioso,adj,-1
29091,tediosos,adj,-1
29092,teimar,vb,1
29093,teimosa,adj,-1
29094,teimosas,adj,-1
29095,teimoso,adj,1
29096,teimosos,adj,-1
29097,teísta,adj,0
29098,teístas,adj,0
29099,#telaquente,htag,-1
29100,telefonar,vb,1
29101,#telefoncia,htag,-1
29102,#telefonica,htag,-1
29103,telegráfica,adj,0
29104,telegráficas,adj,0
29105,telegráfico,adj,0
29106,telegráficos,adj,0
29107,telhuda,adj,-1
29108,telhudas,adj,-1
29109,telhudo,adj,-1
29110,telhudos,adj,-1
29111,temerária,adj,0
29112,temerárias,adj,0
29113,temerário,adj,0
29114,temerários,adj,0
29115,temerosa,adj,-1
29116,temerosas,adj,-1
29117,temeroso,adj,-1
29118,temerosos,adj,-1
29119,temerso,adj,-1
29120,temer,vb,1
29121,temida,adj,-1
29122,temidas,adj,-1
29123,temido,adj,-1
29124,temidos,adj,-1
29125,temíveis,adj,-1
29126,temível,adj,-1
29127,temorosa,adj,-1
29128,temorosas,adj,-1
29129,temoroso,adj,-1
29130,temorosos,adj,-1
29131,temperada,adj,1
29132,temperadas,adj,1
29133,temperado,adj,1
29134,temperados,adj,1
29135,temperamentais,adj,-1
29136,temperamental,adj,-1
29137,temperante,adj,0
29138,temperantes,adj,0
29139,temperar,vb,1
29140,tempestear,vb,-1
29141,tempestiva,adj,-1
29142,tempestivas,adj,-1
29143,tempestivo,adj,-1
29144,tempestivos,adj,-1
29145,tempestuar,vb,-1
29146,tempestuosa,adj,-1
29147,tempestuosas,adj,-1
29148,tempestuoso,adj,-1
29149,tempestuosos,adj,-1
29150,temporã,adj,-1
29151,temporais,adj,-1
29152,temporal,adj,-1
29153,temporão,adj,-1
29154,temporãos,adj,-1
29155,temporária,adj,-1
29156,temporárias,adj,-1
29157,temporário,adj,-1
29158,temporários,adj,-1
29159,temporãs,adj,-1
29160,temporizadora,adj,1
29161,temporizador,adj,1
29162,temporizadoras,adj,1
29163,temporizadores,adj,1
29164,temporizar,vb,1
29165,temuda,adj,-1
29166,temudas,adj,-1
29167,temudo,adj,-1
29168,temudos,adj,-1
29169,tenaz,adj,0
29170,tenazes,adj,0
29171,tencionar,vb,1
29172,tendenciosa,adj,-1
29173,tendenciosas,adj,-1
29174,tendencioso,adj,1
29175,tendenciosos,adj,-1
29176,tender,vb,0
29177,tenebrosa,adj,-1
29178,tenebrosas,adj,-1
29179,tenebroso,adj,1
29180,tenebrosos,adj,-1
29181,tenra,adj,-1
29182,tenras,adj,-1
29183,tenro,adj,-1
29184,tenros,adj,-1
29185,tensa,adj,-1
29186,tensas,adj,1
29187,tenso,adj,-1
29188,#tenso,htag,-1
29189,tensos,adj,-1
29190,tentada,adj,-1
29191,tentadas,adj,-1
29192,tentado,adj,1
29193,tentadora,adj,-1
29194,tentador,adj,-1
29195,tentadoras,adj,-1
29196,tentadores,adj,-1
29197,tentados,adj,-1
29198,tentar,vb,1
29199,tentear,vb,1
29200,tênue,adj,0
29201,ténue,adj,-1
29202,tênues,adj,0
29203,ténues,adj,-1
29204,teoria,adj,1
29205,teórica,adj,0
29206,teóricas,adj,0
29207,teórico,adj,0
29208,teóricos,adj,0
29209,terceiros,adj,1
29210,terminado,adj,1
29211,terminante,adj,0
29212,terminantes,adj,0
29213,terminar-se,vb,1
29214,terminar,vb,-1
29215,ter muito confiança em,vb det n prp,1
29216,ter muito medo de,vb det n prp,-1
29217,ter muito respeito por,vb det n prp,1
29218,ter muito vontade de,vb det n prp,-1
29219,terna,adj,1
29220,ternas,adj,1
29221,terno,adj,1
29222,ternos,adj,1
29223,ternurenta,adj,1
29224,ternurentas,adj,1
29225,ternurento,adj,1
29226,ternurentos,adj,1
29227,ter o costume de,vb det n prp,1
29228,ter o domínio de,vb det n prp,-1
29229,ter o duração de,vb det n prp,1
29230,ter o esperança de,vb det n prp,-1
29231,ter o expectativa de,vb det n prp,-1
29232,ter o hábito de,vb det n prp,1
29233,ter o impressão de,vb det n prp,1
29234,ter o intenção de,vb det n prp,-1
29235,ter o monopólio de,vb det n prp,1
29236,ter o necessidade de,vb det n prp,-1
29237,ter o objetivo de,vb det n prp,-1
29238,ter o obrigação de,vb det n prp,-1
29239,ter o ousadia de,vb det n prp,1
29240,ter o poder de,vb det n prp,1
29241,ter o possibilidade de,vb det n prp,1
29242,ter o potencial de,vb det n prp,1
29243,ter o preferência de,vb det n prp,1
29244,ter o preocupação de,vb det n prp,1
29245,ter o pretensão de,vb det n prp,-1
29246,ter o propósito de,vb det n prp,-1
29247,ter o sensação de,vb det n prp,1
29248,ter o sonho de,vb det n prp,1
29249,ter o valor de,vb det n prp,-1
29250,terráquea,adj,0
29251,terráqueas,adj,0
29252,terráqueo,adj,0
29253,terráqueos,adj,0
29254,terrena,adj,0
29255,terrenas,adj,0
29256,terrenha,adj,-1
29257,terrenhas,adj,-1
29258,terrenho,adj,-1
29259,terrenhos,adj,-1
29260,terreno,adj,0
29261,terrenos,adj,0
29262,terrestre,adj,0
29263,terrestres,adj,0
29264,terrífica,adj,-1
29265,terrificante,adj,-1
29266,terrificantes,adj,-1
29267,terrificar,vb,1
29268,terríficas,adj,-1
29269,terrífico,adj,-1
29270,terríficos,adj,-1
29271,terríveis,adj,1
29272,terrível,adj,-1
29273,terrorar,vb,1
29274,terrorífica,adj,-1
29275,terroríficas,adj,-1
29276,terrorífico,adj,-1
29277,terroríficos,adj,-1
29278,terrorista,adj,-1
29279,terroristas,adj,-1
29280,terrorizar,vb,1
29281,tersa,adj,0
29282,tersas,adj,0
29283,ter seu origem em,vb det n prp,1
29284,ter-se,vb,1
29285,terso,adj,0
29286,tersos,adj,0
29287,ter um acréscimo de,vb det n prp,1
29288,ter um aumento de,vb det n prp,-1
29289,ter um crescimento de,vb det n prp,1
29290,ter um encontro com,vb det n prp,1
29291,ter um lucro de,vb det n prp,-1
29292,ter um queda de,vb det n prp,-1
29293,ter,vb,0
29294,tesa,adj,-1
29295,tesas,adj,-1
29296,teso,adj,-1
29297,tesos,adj,-1
29298,testa,adj,1
29299,testar,vb,1
29300,testas,adj,1
29301,testemunhar,vb,0
29302,testificar,vb,1
29303,testilhar,vb,0
29304,testo,adj,1
29305,testos,adj,1
29306,testuda,adj,-1
29307,testudas,adj,-1
29308,testudo,adj,-1
29309,testudos,adj,-1
29310,tetérrima,adj,-1
29311,tetérrimas,adj,-1
29312,tetérrimo,adj,-1
29313,tetérrimos,adj,-1
29314,tetra,adj,-1
29315,tetras,adj,-1
29316,tétrica,adj,-1
29317,tétricas,adj,-1
29318,tétrico,adj,-1
29319,tétricos,adj,-1
29320,tetro,adj,-1
29321,tetros,adj,-1
29322,texana,adj,-1
29323,textual,adj,1
29324,#thaismaracorr,htag,-1
29325,tíbia,adj,-1
29326,tíbias,adj,-1
29327,tíbio,adj,-1
29328,tíbios,adj,-1
29329,ticar,vb,-1
29330,tida,adj,1
29331,tidas,adj,1
29332,tido,adj,1
29333,tidos,adj,1
29334,tigre,adj,-1
29335,tigres,adj,-1
29336,tigrina,adj,-1
29337,tigrinas,adj,-1
29338,tigrino,adj,-1
29339,tigrinos,adj,-1
29340,#ti,htag,-1
29341,tima,adj,1
29342,timbrar,vb,0
29343,#time,htag,-1
29344,#tim,htag,-1
29345,tímida,adj,-1
29346,tímidas,adj,-1
29347,tímido,adj,1
29348,tímidos,adj,-1
29349,timorata,adj,0
29350,timoratas,adj,0
29351,timorato,adj,0
29352,timoratos,adj,0
29353,tingir,vb,0
29354,tinhosa,adj,-1
29355,tinhosas,adj,-1
29356,tinhoso,adj,-1
29357,tinhosos,adj,-1
29358,tinir,vb,1
29359,tintinabular,vb,-1
29360,típica,adj,0
29361,típicas,adj,0
29362,típico,adj,1
29363,típicos,adj,0
29364,tipografar,vb,1
29365,tirada,adj,-1
29366,tiradas,adj,-1
29367,tirado,adj,-1
29368,tirados,adj,-1
29369,tirana,adj,-1
29370,tiranas,adj,-1
29371,tirânica,adj,-1
29372,tirânicas,adj,-1
29373,tirânico,adj,-1
29374,tirânicos,adj,-1
29375,tiranizar,vb,0
29376,tirano,adj,-1
29377,tiranos,adj,-1
29378,tirar,vb,0
29379,tiririca,adj,-1
29380,tiriricas,adj,-1
29381,tiritante,adj,-1
29382,tiritantes,adj,-1
29383,tiritar,vb,1
29384,tísica,adj,-1
29385,tísicas,adj,-1
29386,tísico,adj,-1
29387,tísicos,adj,-1
29388,tisnada,adj,0
29389,tisnadas,adj,0
29390,tisnado,adj,0
29391,tisnados,adj,0
29392,tisnar,vb,-1
29393,titilante,adj,0
29394,titilantes,adj,0
29395,titilar,vb,0
29396,titubante,adj,-1
29397,titubar,vb,0
29398,titubeante,adj,-1
29399,titubeantes,adj,-1
29400,titubear,vb,0
29401,titular,adj,1
29402,titulares,adj,1
29403,titular,vb,1
29404,toar,vb,0
29405,tocada,adj,-1
29406,tocadas,adj,-1
29407,tocado,adj,-1
29408,tocadora,adj,-1
29409,tocador,adj,-1
29410,tocadoras,adj,-1
29411,tocadores,adj,-1
29412,tocados,adj,-1
29413,tocaiar,vb,0
29414,tocante,adj,0
29415,tocantes,adj,1
29416,tocar-se,vb,1
29417,tocar,vb,-1
29418,todas-poderosas,adj,0
29419,#todayillbesimple,htag,-1
29420,todo-poderosa,adj,0
29421,todo-poderoso,adj,0
29422,#todosadora,htag,-1
29423,todos-poderosos,adj,0
29424,toirear,vb,1
29425,tola,adj,-1
29426,tolas,adj,-1
